title,date,content,verified_product,rating,product
Preetham Varma,Reviewed in India on 5 April 2022,"Best phone out there. Excellent display, battery that lasts a day for medium to heavy users, good haptics, latest software with wonderful camera. I can’t find any cons with the mobile.",Verified Purchase,5,Iphone13
Jignesh waghela,Reviewed in India on 5 May 2022,Earlier I was worried about the product after reading some bad reviews about appario but do not worry there is no such thing as this company is fraud what I think is this guys are genuine and my product is osm,Verified Purchase,5,Iphone13
Abid shaikh,Reviewed in India on 9 May 2022,,Verified Purchase,5,Iphone13
Sanjeev Kumar,Reviewed in India on 9 March 2022,Good,Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 30 March 2022,"Will give my score for each specs out of 5

1. Performance - 5/5
2. Camera - 5/5
3. Battery life - 5/5
4. Charging speed - 2/5
5. Sound quality - 4/5",Verified Purchase,5,Iphone13
A K M ABDULLAH,Reviewed in India on 9 May 2022,"Excellent, There is no phone like iPhone",Verified Purchase,5,Iphone13
Abhishek Yadav,Reviewed in India on 20 March 2022,Best camera phone and battery too good,Verified Purchase,5,Iphone13
santosh kumar,Reviewed in India on 13 May 2022,Phone is simply superb. All apps loading very fast .,Verified Purchase,5,Iphone13
Abhishek kumar,Reviewed in India on 27 May 2022,This is phone osm 💫💫🪄💫,Verified Purchase,5,Iphone13
prajapati,Reviewed in India on 12 February 2022,Best product,Verified Purchase,5,Iphone13
MOHAMMED,Reviewed in India on 26 May 2022,Awesome. Little nervous before the phone delivered. Feeling happy after started using. Battery backup mind blowing.,Verified Purchase,5,Iphone13
VINURAJ M R.,Reviewed in India on 28 May 2022,Dont think twice… just run for it,Verified Purchase,5,Iphone13
Laveen,Reviewed in India on 23 May 2022,In love with iPhone 13! I upgraded from XR to 13. After using no regrets!,Verified Purchase,5,Iphone13
Priya Mitra,Reviewed in India on 10 May 2022,"iPhone 13 is awesome, I use iPhone 12, was Very good no issues, but I can say 13 is best then 12. Awesome camera, best battery life, pretty cool colour, best processor. Love the product.",Verified Purchase,5,Iphone13
AJENDRA,Reviewed in India on 7 May 2022,"Play Video
 Switched from Android, First iPhone, worth the price, got 64990/- in offer. Will update my feedback after usages.",Verified Purchase,5,Iphone13
Arjun,Reviewed in India on 8 January 2022,Good one but photos taken in this camera changing the originality. Call recording feature for Indians is needed for free of cost,Verified Purchase,4,Iphone13
Chandan Pandey,Reviewed in India on 12 April 2022, Battery is draining very fast also i did not get option to replace. Also they charge 1900rs for charger but it charge iphone 13slowly,Verified Purchase,3,Iphone13
Mithun,Reviewed in India on 12 May 2022,Good and nice product but i find some lag from the 1st but not always some time,Verified Purchase,4,Iphone13
vidyashankar singh,Reviewed in India on 4 April 2022,Like this product,Verified Purchase,5,Iphone13
Manish khanna,Reviewed in India on 16 May 2022,Awesome battery life as a iphone always lacks in and undoubtedly super camera.,Verified Purchase,5,Iphone13
Tony,Reviewed in India on 30 March 2022,"I'm not satisfied with overall experience that this phone offers; camera, display, and feel are not good for this price.",Verified Purchase,3,Iphone13
vyom bhardwaj,Reviewed in India on 24 February 2022,"Too good, Screen display doesn’t feel like you are working with 60hz display, it feels like 90 hz , Phone os is so smooth, camera is excellent battery backup is good. Over all excellent phone",Verified Purchase,5,Iphone13
Anil,Reviewed in India on 15 December 2021,Not recommended,Verified Purchase,4,Iphone13
Vivek,Reviewed in India on 2 May 2022,,Verified Purchase,4,Iphone13
Sarchinthong Rongpi,Reviewed in India on 4 April 2022,iphone 13 pink = cute,Verified Purchase,5,Iphone13
Punit,Reviewed in India on 28 May 2022,"Good battery life, excellent camera quality",Verified Purchase,5,Iphone13
Jayanta Beneiya,Reviewed in India on 22 March 2022,Phone is very nice. Adaptor should be provided. Battery life is very good. Only drawback is its price. Overall it’s a good product.,Verified Purchase,5,Iphone13
Dhrupad,Reviewed in India on 22 April 2022,Great overall . First time iOS experience. Nice photos and gaming,Verified Purchase,5,Iphone13
Arun Donge,Reviewed in India on 19 May 2022, Excellent iPhone 13,Verified Purchase,5,Iphone13
Raja,Reviewed in India on 1 February 2022,Really really awesome model to be in hands..The display has a great variation comparable to the android mobiles.,Verified Purchase,5,Iphone13
YOGENDRA,Reviewed in India on 18 February 2022,Nice product .fastest delivery by Amazon and thanks to seller for genuine product .,Verified Purchase,5,Iphone13
Stardust,Reviewed in India on 18 March 2022,"seems very good, let's see long term the long term use",Verified Purchase,5,Iphone13
Rahul,Reviewed in India on 17 March 2022,Iphone13 Quality is above all the existing smartphones in the world.,Verified Purchase,5,Iphone13
Sajin,Reviewed in India on 21 May 2022,iPhone 13 is a very good mobile but the only drawback is excluding the Charger. All the first time iphone users are forced to buy this seperately.,Verified Purchase,4,Iphone13
Sukumar Chowdary,Reviewed in India on 5 May 2022,The product is superb got two days delivery,Verified Purchase,5,Iphone13
Deep Chakrabortty,Reviewed in India on 12 December 2021,"Just go for it no need any explorer. Best of class

Recommend to wait for any offer
Got it for 73990",Verified Purchase,5,Iphone13
Bhushan MR,Reviewed in India on 30 March 2022,"Came from ANdroid. Android has its own perks. But as a daily driver and for doing simple tasks and click pics at go, its a reliab",Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 6 January 2022,Too good camera and battery life,Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 15 May 2022,Really nice product thanks Amazon and selller,Verified Purchase,5,Iphone13
DPX,Reviewed in India on 31 March 2022,Good Display... Fast performance... Great battery life for an iPhone.,Verified Purchase,5,Iphone13
ajay boora,Reviewed in India on 19 May 2022,"Build Quality: Top
Look: Super
Easy to use
Camera Quality: best",Verified Purchase,5,Iphone13
Srinivas,Reviewed in India on 13 May 2022,Love everything about IT,Verified Purchase,5,Iphone13
B_sonal,Reviewed in India on 24 May 2022,It's good.....,Verified Purchase,5,Iphone13
Vegi Mahesh,Reviewed in India on 29 March 2022,Excited. first IPhone experience is great. While charging device is heats up quickly may be optimization issue. Overall happy with Iphone 13 blue colour.,Verified Purchase,5,Iphone13
Alok Tripathy,Reviewed in India on 10 December 2021,apple always the best n perfect,Verified Purchase,4,Iphone13
Abdul,Reviewed in India on 21 March 2022,Good Phone,Verified Purchase,4,Iphone13
Amarjeet,Reviewed in India on 5 May 2022,"this one second hand product,when i connect with airpod i see then i see there is 2 other airpods connected already please exchange this product immediately",Verified Purchase,1,Iphone13
Vivek Kr Sah,Reviewed in India on 9 May 2022,I like the product but the packing is very worst very depressed from the packaging and the delivery partner .....other wise product is awesome .....,Verified Purchase,5,Iphone13
Manoj Kumar Gupta,Reviewed in India on 28 January 2022,Good display,Verified Purchase,5,Iphone13
Vijayant bhardwaj,Reviewed in India on 10 April 2022,Good product by apple,Verified Purchase,5,Iphone13
Meraki m.,Reviewed in India on 2 February 2022,,Verified Purchase,5,Iphone13
Dr.Yethin Yedukumar,Reviewed in India on 6 May 2022,Switched from oneplus 7pro. This one is really handy. Really smooth. Happy customer.,Verified Purchase,5,Iphone13
Sunil,Reviewed in India on 10 April 2022,"The phone is easy to use, lightweight arms is very much 'apple'",Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 19 December 2021,,Verified Purchase,5,Iphone13
Nikhil Rathi,Reviewed in India on 28 May 2022,Superb,Verified Purchase,5,Iphone13
Divij Shrivastava,Reviewed in India on 16 May 2022,The goes beyond expectation. The picture quality is great. Apps run smoothly. And the battery is great.,Verified Purchase,5,Iphone13
Dr Roby,Reviewed in India on 25 May 2022,The product screen size should be a little bigger i feel.,Verified Purchase,5,Iphone13
mahendra parnami,Reviewed in India on 4 April 2022,"There is no finger print reader, and there is some battery issue, after 80% charging stop.. after 3-4 attempts it starts again..",Verified Purchase,5,Iphone13
prudhviraj,Reviewed in India on 12 May 2022,Worth the money!! Camera is superb. Decent battery life and a seamless iOS experience. Really happy with my purchase,Verified Purchase,5,Iphone13
Daya,Reviewed in India on 26 March 2022,Android are way better than iOS,Verified Purchase,1,Iphone13
Ajit Singh,Reviewed in India on 21 April 2022,Very good and smooth to operate. Best one.,Verified Purchase,5,Iphone13
_ajay_dk_,Reviewed in India on 26 March 2022,Very Nice mobile,Verified Purchase,5,Iphone13
Shalini Halder,Reviewed in India on 19 January 2022,Experiencing 1st iphone usage.. battery life is bit down otherwise worth every penny..,Verified Purchase,5,Iphone13
Rajan kumar,Reviewed in India on 28 January 2022,Quite handy n nice in look,Verified Purchase,5,Iphone13
Alkarim Hirani,Reviewed in India on 26 April 2022,It’s very nice good quality and the best it has value for money,Verified Purchase,5,Iphone13
Iqbal Ahmed Khan,Reviewed in India on 16 March 2022,"iPhone 13 is good connectivity and sound clarity, good experience, photo quality is good,",Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 21 May 2022,"The mobile delivers as it claims. For me, what stands out the most is the Battery life and camera quality which are very impressive in this mobile.",Verified Purchase,5,Iphone13
Singh M.,Reviewed in India on 15 November 2021,Best in offering,Verified Purchase,5,Iphone13
Kamminthang Hangshing,Reviewed in India on 25 May 2022,Has been using for 2 weeks now its the perfect phone,Verified Purchase,5,Iphone13
Awaldeep Singh,Reviewed in India on 22 May 2022,"Loving it, great battery life, camera and controls.",Verified Purchase,5,Iphone13
Shaik H.,Reviewed in India on 12 November 2021,Battery drains fast and it should not be priced more than Rs 60000,Verified Purchase,3,Iphone13
gajendra,Reviewed in India on 7 May 2022,"Camera is very poor like 15thousand rupees mobile, if you want to buy camera phone please dont buy it, price is no justified the camera.",Verified Purchase,3,Iphone13
Sushil P.,Reviewed in India on 20 February 2022,Everything was perfect delivery was on time and product delivered perfect. All in all a good experience.,Verified Purchase,5,Iphone13
Muskan gupta,Reviewed in India on 14 May 2022, Nice 👍,Verified Purchase,5,Iphone13
Abhishek Kulshrestha,Reviewed in India on 17 December 2021,Nice User Experience,Verified Purchase,5,Iphone13
Umair Sayeed Khan,Reviewed in India on 21 February 2022,It’s was awesome its speed is great I play many games but battery is not good but it’s great firm simple use,Verified Purchase,4,Iphone13
Saqlain raj,Reviewed in India on 11 April 2022,"Updated from android to ios.
Not a pleasent experience immediately gets used to it after some time.
Andraid was way much user-friendly.",Verified Purchase,4,Iphone13
Jaganath karmakar,Reviewed in India on 16 May 2022,Phone is charging upto 80%,Verified Purchase,3,Iphone13
Amazon Customer,Reviewed in India on 14 May 2022,I bought this i phone 13 in summer sale with a very good price and got an excellent product with set delivery date.. absolutely no issues...,Verified Purchase,5,Iphone13
Rahul Rai,Reviewed in India on 12 May 2022,"Faster Face ID, great battery life, awesome picture quality and new cinematic mode.",Verified Purchase,5,Iphone13
Abhishek Marriala,Reviewed in India on 25 February 2022,Heating heating heating. Not expected from a phone with such price,Verified Purchase,1,Iphone13
The Tropiquarium,Reviewed in India on 30 November 2021,Don't like Battery life and Charging is very slow compare to One+ Mobiles,Verified Purchase,5,Iphone13
Debananda Meher,Reviewed in India on 19 May 2022,I like this... Happy to share that i boughted it at ₹65000.. In offer period.. Buy slightly unhappy for separately buying charging adopter.,Verified Purchase,5,Iphone13
Geethu,Reviewed in India on 29 April 2022,"If you're running an iPhone 11, any of the models in that range, then, yes, the iPhone 13 is definitely worth an upgrade.",Verified Purchase,5,Iphone13
Praveen kumar,Reviewed in India on 10 March 2022,"Play Video
 Best battery life",Verified Purchase,5,Iphone13
B.CHIDAMBARANATHAN,Reviewed in India on 12 February 2022,THIS IS THE BEST SMART PHONE I HAVE USED,Verified Purchase,5,Iphone13
Lucky,Reviewed in India on 14 May 2022,,Verified Purchase,4,Iphone13
Bhumika,Reviewed in India on 8 May 2022,,Verified Purchase,4,Iphone13
abhinav bhagwat,Reviewed in India on 11 April 2022, best,Verified Purchase,5,Iphone13
Puneet Tiwari,Reviewed in India on 26 January 2022,Nice product and packaging,Verified Purchase,5,Iphone13
Arvind,Reviewed in India on 25 March 2022,Absolutely amazing phone and its worth all the money. Good battery life and very smooth.,Verified Purchase,5,Iphone13
Sanal V Shaju,Reviewed in India on 7 May 2022, I was a Android user....now changed into ios..so lil facing issue...other than all good,Verified Purchase,5,Iphone13
Chenna,Reviewed in India on 20 May 2022,Worst product I received. I bought this iPhone on feb. my front camera is not working. There is no proper response by Amazon seller.,Verified Purchase,1,Iphone13
Viswanath,Reviewed in India on 12 February 2022,As Expected iphone rocks.. High price,Verified Purchase,5,Iphone13
ROHIT GURJAR,Reviewed in India on 21 March 2022,Camera is not impressive comperative its old phones.,Verified Purchase,4,Iphone13
boban,Reviewed in India on 29 May 2022,Phone dead within 2 weeks.Motherboard failure. Quality of iPhone in indian market to be investigated. Twink twice before purchase,Verified Purchase,1,Iphone13
Pankaj Rawat,Reviewed in India on 3 May 2022,Best in quality and feature too,Verified Purchase,5,Iphone13
Sandeep Kanojiya,Reviewed in India on 21 April 2022,Superb battery Backup and value for money.,Verified Purchase,5,Iphone13
RAVI BHATI,Reviewed in India on 11 April 2022,Nice,Verified Purchase,5,Iphone13
gopal varma,Reviewed in India on 20 April 2022,You are not paying for a phone but you are paying for the experience and picture quality,Verified Purchase,5,Iphone13
Narendra singh rana,Reviewed in India on 9 April 2022,Face id works smoothly and battery life is good,Verified Purchase,5,Iphone13
Nasir Shaikh,Reviewed in India on 23 May 2022,Nice phone,Verified Purchase,4,Iphone13
AVtheBoss,Reviewed in India on 21 May 2022,⭐️⭐️⭐️⭐️⭐️,Verified Purchase,5,Iphone13
Naveen Yadav,Reviewed in India on 9 May 2022,Recently purchased an iPhone 13 but it has scratches around camera and amazon not replacing it saying contact to the apple,Verified Purchase,2,Iphone13
Shaik,Reviewed in India on 7 April 2022,Could be better batter life,Verified Purchase,5,Iphone13
Gurpartap Singh,Reviewed in India on 11 April 2022,Good,Verified Purchase,5,Iphone13
JUNED memon,Reviewed in India on 16 April 2022,Best quality but this phone is scratch on display I am not satisfy this phone replacement I hope Amazon send me a new phone,Verified Purchase,1,Iphone13
Ria Dey,Reviewed in India on 24 May 2022,Got a totally sealed pack . No issues with the phone . Working perfectly. Its almost looks white with a hint of pink .,Verified Purchase,5,Iphone13
Damu Unnikrishnan,Reviewed in India on 17 April 2022,"Amazing battery
Awesome camera
Only drawback I see is 60hz refresh rate
If you have the money, go for it.",Verified Purchase,5,Iphone13
sudeepmr,Reviewed in India on 14 May 2022,I loved it…,Verified Purchase,5,Iphone13
Randeep Sandhu,Reviewed in India on 4 May 2022,I love it my first iphone,Verified Purchase,5,Iphone13
Ajith,Reviewed in India on 30 November 2021,The battery life and camera of this phone is very good.,Verified Purchase,5,Iphone13
MANJEET SINGH,Reviewed in India on 13 February 2022,I received used Mobile,Verified Purchase,1,Iphone13
Dr Prafull Zade,Reviewed in India on 24 May 2022,"Excellent design,
Excellent photo quality,never seen in other phones",Verified Purchase,5,Iphone13
Pushpalatha Sunita,Reviewed in India on 7 February 2022,"Defective piece, can’t contact the seller too",Verified Purchase,1,Iphone13
praveen Isukapati,Reviewed in India on 27 May 2022,"Play Video
 iPhone 13 mobile pink colour nice and good looking",Verified Purchase,5,Iphone13
Rishabh Katyal 28,Reviewed in India on 27 March 2022,Amazing phone with great features. User friendly wont be switching to android again I think,Verified Purchase,5,Iphone13
Gurpartap Singh,Reviewed in India on 7 February 2022,Good,Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 10 May 2022,"Only secure , camera etc.",Verified Purchase,4,Iphone13
Gyandeep Gohain,Reviewed in India on 3 February 2022,Best in the line 😃,Verified Purchase,5,Iphone13
Arijit Chatterjee,Reviewed in India on 28 January 2022,Good Product,Verified Purchase,5,Iphone13
NANDAKUMAR RAO,Reviewed in India on 8 January 2022,Absolute rip off. Phone keeps hanging.,Verified Purchase,4,Iphone13
prince khurana,Reviewed in India on 20 March 2022,Its better to buy samsung or nokia,Verified Purchase,1,Iphone13
Stephen Netto,Reviewed in India on 22 February 2022,Loved the experience of owning the iPhone 13. A massive upgrade over the older generation of iPhones,Verified Purchase,5,Iphone13
Ashok,Reviewed in India on 27 January 2022,It’s good,Verified Purchase,4,Iphone13
Rinku,Reviewed in India on 3 March 2022,Just love the colour and performance as we all know ;) Every thing is just top notch🤩🤩.,Verified Purchase,5,Iphone13
Anjali,Reviewed in India on 6 March 2022,Nice product,Verified Purchase,5,Iphone13
Pradeep Nair,Reviewed in India on 15 March 2022,As expected,Verified Purchase,5,Iphone13
JASWANT,Reviewed in India on 29 April 2022,Not justified it's cost,Verified Purchase,4,Iphone13
teja,Reviewed in India on 23 November 2021,"Its a topical iPhone similar to previous gens
But the battery life is incredibly.",Verified Purchase,4,Iphone13
Mainak G.,Reviewed in India on 26 May 2022,Battery life great for me! Camera is as always fantastic.,Verified Purchase,5,Iphone13
shreeansh singh,Reviewed in India on 27 November 2021,"Good product
Camera is superb
Smoothness is of next level
Feeling proud and feel honor",Verified Purchase,5,Iphone13
Deepak K.,Reviewed in India on 9 March 2022,First phone amazing,Verified Purchase,5,Iphone13
Saswat Behera,Reviewed in India on 13 May 2022,Phone’s a little heavy and rest of the things are good. Got it for a pretty good deal.,Verified Purchase,4,Iphone13
Wrishav,Reviewed in India on 13 April 2022,"Well. I expected a better battery for this.
Rest all is pretty well",Verified Purchase,3,Iphone13
PradeepAmradi,Reviewed in India on 12 March 2022,"Liking the device from all the aspects (battery life, performance, software)",Verified Purchase,5,Iphone13
Nikhil Srivastava,Reviewed in India on 27 January 2022,Superb phone,Verified Purchase,5,Iphone13
Lakshay,Reviewed in India on 13 February 2022,Sb jordar hai ❤️,Verified Purchase,5,Iphone13
somanna,Reviewed in India on 13 April 2022,"Battery life -Awesome!
Photo quality -Superb
Very nice phone to use.",Verified Purchase,5,Iphone13
Neelim,Reviewed in India on 12 March 2022,Go for it .,Verified Purchase,5,Iphone13
Asmaa Seth,Reviewed in India on 19 May 2022,The phone is fine but the charger quality is so bad that it stopped working within a month.,Verified Purchase,2,Iphone13
TASHI VISION,Reviewed in India on 17 May 2022,Very happy with Iphone 13 purchase. Starlight color is just awesome and looks deadly high standard.,Verified Purchase,5,Iphone13
Vanlal,Reviewed in India on 6 May 2022,"all in great condition, but since it's not the usa version there is no 5g antenna, but overall fine",Verified Purchase,4,Iphone13
Joy Pansari,Reviewed in India on 2 March 2022,"The phone is heating badly when put on charge. And when on use of 15mins , the phone is getting heated up",Verified Purchase,1,Iphone13
Mahim kumar pal,Reviewed in India on 16 April 2022,Play Video,Verified Purchase,5,Iphone13
Shalini,Reviewed in India on 12 May 2022,Liked the phone,Verified Purchase,4,Iphone13
Rishabh,Reviewed in India on 13 November 2021,,Verified Purchase,5,Iphone13
vaibhav raj,Reviewed in India on 12 January 2022,I am upgrade with newer version once they have it,Verified Purchase,5,Iphone13
VishalB,Reviewed in India on 15 March 2022,Battery life is extra ordinary. Performance is better.,Verified Purchase,5,Iphone13
Sainath reddy,Reviewed in India on 23 April 2022,Worth the price,Verified Purchase,5,Iphone13
Vishal Chaudhary,Reviewed in India on 17 April 2022,,Verified Purchase,5,Iphone13
Kshll,Reviewed in India on 4 December 2021,Battery charging very slow not a good option to buy iPhone 13 face unlock below standard,Verified Purchase,1,Iphone13
Vishal Aggarwal,Reviewed in India on 30 November 2021,Shifted to iOS for the first time. Happy with the purchase. Battery Camera OS everything’s buttery smooth!,Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 5 April 2022,Phone is WARMING,Verified Purchase,1,Iphone13
Jubin Jhamb,Reviewed in India on 9 May 2022,As Usual I phone have best all the time,Verified Purchase,5,Iphone13
Sameer Kumar Telikicherla,Reviewed in India on 3 May 2022,,Verified Purchase,5,Iphone13
Chaitu,Reviewed in India on 13 April 2022,Overall good,Verified Purchase,5,Iphone13
Rashmi Ranjan Samantaray,Reviewed in India on 25 March 2022,Awesome Camera,Verified Purchase,5,Iphone13
debankur shandilya,Reviewed in India on 21 May 2022,,Verified Purchase,1,Iphone13
Prem,Reviewed in India on 18 April 2022,Delivery was quick ..Thanks seller for genuine product ..phone ki to kya hi taareef karu..,Verified Purchase,5,Iphone13
Diwakar tak,Reviewed in India on 9 March 2022,overpriced phone,Verified Purchase,1,Iphone13
Abir Chakraborty,Reviewed in India on 22 May 2022,"Just that the charging adapter was Removed that I disliked, everything else is so smooth",Verified Purchase,5,Iphone13
WASHIM AKRAM,Reviewed in India on 13 December 2021,Decent battery life,Verified Purchase,5,Iphone13
Hirak Patwa,Reviewed in India on 8 January 2022,Good phone. Got delivered quickly.,Verified Purchase,5,Iphone13
Reema Chatterjee,Reviewed in India on 21 January 2022,This is my first iPhone and the experience has been amazing.,Verified Purchase,5,Iphone13
Ashok Kumar Mishra,Reviewed in India on 6 March 2022,Quite Awsome Phone,Verified Purchase,5,Iphone13
DILIP KUMAR YADAV,Reviewed in India on 1 February 2022,Best phone,Verified Purchase,5,Iphone13
Samar khan,Reviewed in India on 5 May 2022,,Verified Purchase,5,Iphone13
JERRY L.,Reviewed in India on 20 April 2022,"Thank you Appario retail Ltd.
Received the product safe and sound. Recommended",Verified Purchase,5,Iphone13
EBIN P SEBASTIAN,Reviewed in India on 26 February 2022,Excellent,Verified Purchase,4,Iphone13
Swej Aktar Mazumder,Reviewed in India on 10 May 2022,,Verified Purchase,5,Iphone13
Raushan Singhania,Reviewed in India on 2 May 2022,,Verified Purchase,4,Iphone13
K Y Charan Teja,Reviewed in India on 25 April 2022,,Verified Purchase,5,Iphone13
Sivaram,Reviewed in India on 23 April 2022,,Verified Purchase,1,Iphone13
Sujit,Reviewed in India on 12 April 2022,"full day Battery backup , camera is great..",Verified Purchase,5,Iphone13
Amit,Reviewed in India on 8 May 2022,"Camera , battery, screen and speaker quality is very bad",Verified Purchase,1,Iphone13
Shruti,Reviewed in India on 24 May 2022,The phone was not sealed in plastic cover. Looked as if someone opened the cover,Verified Purchase,1,Iphone13
Shail,Reviewed in India on 5 May 2022,,Verified Purchase,5,Iphone13
Ajeet S.,Reviewed in India on 13 February 2022,everything is perfect. amazon delivery and exchange was awesome.,Verified Purchase,5,Iphone13
Ushuf R.,Reviewed in India on 24 March 2022,It’s an awesome,Verified Purchase,5,Iphone13
SurajPatade,Reviewed in India on 27 February 2022,Received in two days! Amazing package and authentic product!,Verified Purchase,5,Iphone13
Srinivasa murthy k n,Reviewed in India on 28 May 2022,My I phone display is very dull as well camera pics are very poor in quality,Verified Purchase,2,Iphone13
Ajay Jadhav,Reviewed in India on 26 February 2022,While playing camera and video recording the phone is getting heated,Verified Purchase,5,Iphone13
pradeep khatri,Reviewed in India on 21 February 2022,i bought i phone 13 starlight few days ago... just wow... love it..,Verified Purchase,5,Iphone13
Zeeshan ali,Reviewed in India on 10 November 2021,My first iphone and there is nothing better…Go for it..Absolutely Fabulous,Verified Purchase,5,Iphone13
Swalpita Karmarkar,Reviewed in India on 24 January 2022,"Excessive heating while setup, backup n restore",Verified Purchase,4,Iphone13
Darshan Jain,Reviewed in India on 19 November 2021,"It’s an amazing phone….First time IPhone user, great user interface…Sexy looking phone.",Verified Purchase,5,Iphone13
Sreeharirao,Reviewed in India on 21 April 2022,Just good in every aspect,Verified Purchase,5,Iphone13
Bhanu,Reviewed in India on 8 April 2022,Awesome but apple keeps price on a higher aspect.,Verified Purchase,5,Iphone13
Baljeet singh,Reviewed in India on 3 May 2022,Battery charging issue and stop charging at certain % for a long time.,Verified Purchase,1,Iphone13
Neeraj,Reviewed in India on 10 April 2022,Good but high price when I bought,Verified Purchase,4,Iphone13
Javed khan,Reviewed in India on 20 April 2022,"Very 👍 nice iPhone 13 red l
from Jaipur",Verified Purchase,5,Iphone13
Ujwal,Reviewed in India on 28 May 2022,,Verified Purchase,1,Iphone13
PRIYANSHU GOEL,Reviewed in India on 27 May 2022,Seriously awesome camera and battery wuality,Verified Purchase,5,Iphone13
shilpi,Reviewed in India on 26 May 2022,,Verified Purchase,5,Iphone13
Shailesh Pandey,Reviewed in India on 18 May 2022,Not up to the mark. Better to purchase from market outlet,Verified Purchase,2,Iphone13
Gangi Reddy,Reviewed in India on 19 April 2022,Superb mobile,Verified Purchase,5,Iphone13
Athar Alam,Reviewed in India on 8 March 2022,Nice phone and battery backup improve other iphone,Verified Purchase,5,Iphone13
Vijeesh T.,Reviewed in India on 4 May 2022,,Verified Purchase,4,Iphone13
OP SAINI,Reviewed in India on 14 April 2022,Charger not provided by apple,Verified Purchase,1,Iphone13
Ravi Choudhary,Reviewed in India on 7 May 2022, Too much good,Verified Purchase,5,Iphone13
Jahnabi Das,Reviewed in India on 4 April 2022,Loved it,Verified Purchase,5,Iphone13
Bibhuti bhusan,Reviewed in India on 6 January 2022,Great filling,Verified Purchase,5,Iphone13
Devendra Sharma,Reviewed in India on 8 May 2022,Battery backup is too good,Verified Purchase,5,Iphone13
Faiz M.,Reviewed in India on 8 May 2022,"Superb product, wonderful offer. Thank you",Verified Purchase,5,Iphone13
Sumit,Reviewed in India on 4 March 2022,"Value for money , quite good performance",Verified Purchase,5,Iphone13
Priyajibu,Reviewed in India on 27 May 2022,"Good phone
Amazing camera
Battery backup is ok",Verified Purchase,5,Iphone13
Bandhan kumar,Reviewed in India on 3 April 2022, Nice 🙂🙂👍👍,Verified Purchase,5,Iphone13
Sooraj,Reviewed in India on 3 April 2022,Portrait mode amazing especially on video,Verified Purchase,5,Iphone13
Saquib Rangrez,Reviewed in India on 12 May 2022,Best totally worth the prices,Verified Purchase,5,Iphone13
Suresh Rathlavath,Reviewed in India on 28 May 2022,Good product,Verified Purchase,5,Iphone13
MITYA PRAJNA NAYAK,Reviewed in India on 12 February 2022, Camera is superb,Verified Purchase,5,Iphone13
Bhaven Thacker,Reviewed in India on 10 May 2022,Pathetic a 70k INR phone sent as used one,Verified Purchase,1,Iphone13
deepak sharma,Reviewed in India on 8 January 2022,One of the finest creation from apple loving it,Verified Purchase,5,Iphone13
Saini Vinaykumar,Reviewed in India on 21 May 2022,Bluetooth and hotspot are not working properly.,Verified Purchase,1,Iphone13
Kodanda Ramu,Reviewed in India on 19 May 2022,Best Brand ever,Verified Purchase,5,Iphone13
JAMAL KHAN,Reviewed in India on 7 April 2022,"तारीफ करू kya उसकी
जिसने तुझे बना या",Verified Purchase,4,Iphone13
Tapash,Reviewed in India on 24 May 2022,I just love this phone,Verified Purchase,5,Iphone13
Saiba Saleem,Reviewed in India on 19 February 2022,It’s a wonderful phone.,Verified Purchase,5,Iphone13
Dinesh kumar,Reviewed in India on 12 January 2022,Iphone 13 is very beautiful phone...& very simple.. phone..,Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 26 February 2022,Phone was nice and delivery was late,Verified Purchase,5,Iphone13
Anirudh Khajuria,Reviewed in India on 25 May 2022,,Verified Purchase,5,Iphone13
Sameer Bhatt,Reviewed in India on 12 May 2022,,Verified Purchase,5,Iphone13
Sahil Poudyal,Reviewed in India on 5 May 2022,,Verified Purchase,4,Iphone13
Anil Kumar Soans,Reviewed in India on 26 May 2022,"Like the ease of use, battery life.",Verified Purchase,5,Iphone13
dilipramamoorthy,Reviewed in India on 25 May 2022,Overall performance is good,Verified Purchase,5,Iphone13
vipin,Reviewed in India on 16 March 2022,genuine product by amazon thanku loved to buy it,Verified Purchase,5,Iphone13
Akriti Shingari,Reviewed in India on 16 May 2022,Smooth performance with excellent features,Verified Purchase,5,Iphone13
Preeti Pundir,Reviewed in India on 10 April 2022,Too much Hack and camera also not upto mark,Verified Purchase,3,Iphone13
Mayank Singh,Reviewed in India on 30 March 2022,,Verified Purchase,5,Iphone13
Sushil kumar pandey,Reviewed in India on 28 April 2022,It’s camera is nice. Smooth in handling.,Verified Purchase,5,Iphone13
Aditya Shukla,Reviewed in India on 5 May 2022,Good Phone battery life is good,Verified Purchase,4,Iphone13
Pritish Padwal,Reviewed in India on 12 April 2022,,Verified Purchase,4,Iphone13
Shailendra,Reviewed in India on 26 January 2022,Best in this range,Verified Purchase,5,Iphone13
Priyanshu ranjan,Reviewed in India on 4 April 2022,,Verified Purchase,5,Iphone13
